0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,class
-0.059957165,0.015444645,3.73E-19,-0.08213745,-0.055099532,-0.06909396,-0.12291629,-0.05449074,0.011960107,0.084440716,-0.085613176,-0.03120968,-0.071256675,0.011148188,0.06989591,0.004014246,-0.0709095,-0.049594115,-0.048930798,0.01747392,0.052808903,-0.20480208,0.025676126,9.98E-17,-0.06702232,0.019277155,-0.15414962,-0.015956765,-0.008743419,-0.045980573,-0.008673835,-0.011523459,0.024623934,0.015853332,0.0656999,0.06340938,-0.046230074,0.043125052,-0.066486575,-0.020303616,-3.37E-16,-0.027481325,-0.10275937,-0.016008995,0.05102594,-0.07027163,-0.012522203,0.02908686,-0.060954858,0.03898499,-0.00974516,0.08025126,0.08672892,-0.010277355,-0.11342453,0.121662095,-0.10173897,-0.111366086,-0.02486504,0.02437985,0.10678054,-0.007280967,0.05146301,0.007833561,-0.052821573,-0.051933356,-0.043418307,0.012019566,-0.006104934,-0.121279575,-0.000685033,-2.59E-12,-0.066141516,0.012584969,0.03594973,0.05833266,0.026860483,0.06781654,-0.076644115,0.05313243,1.14E-05,0.003968854,0.007678853,-0.08344496,0.09946213,0.024132581,0.094656706,-0.028015388,-0.012388009,0.002424469,-0.034692835,0.03408038,-1.55E-06,0.059807245,-0.07807771,0.12976916,-0.06747766,-0.054808848,-0.008074025,0.06158673,0.035245385,0.08744065,0.028932154,0.021032106,-0.12091362,0.053952597,-0.005156641,0.034319554,-0.011084394,-0.12996961,-0.023058018,-0.09601441,0.09018627,0.007841622,-0.020956969,0.12229458,-0.068167165,0.11285354,0.009293989,-4.76E-06,0
0.017321927,-0.18255214,4.86E-20,0.11422379,0.33580047,0.005272154,-0.030029438,-0.08489563,0.033102855,-0.029954366,0.086497344,-0.09087079,0.050546583,-0.044850703,-0.14238673,-0.16246913,0.07572673,0.010004142,0.07284681,-0.034226272,-0.001960773,-0.12583245,-0.03375369,3.15E-15,-0.04610896,0.08941709,-0.04915166,0.029771166,0.003272367,0.060206417,-0.073873624,0.12054836,-0.14252327,0.058967452,-0.07009902,0.00603669,-0.027573572,0.005453441,-0.017988415,-0.042625148,-2.27E-16,0.001769277,-0.078274556,0.015196001,-0.12545876,-0.03009885,0.06893637,0.22797827,0.3917791,-0.025100382,-0.014188425,-0.042981785,0.12725213,-0.036410995,-0.020538498,0.048727747,0.22362712,0.042945784,-0.034139488,0.11289088,-0.1115444,-0.063080795,-0.042015154,0.10775151,-0.065435626,-0.09875667,-0.039502997,-0.1479218,0.12316911,0.003197321,-0.035349183,1.03E-11,-0.03655809,-0.006891919,-0.058705624,0.022185627,-0.12220076,0.00461208,0.06054078,0.11697194,1.15E-05,-0.007315124,0.1571937,-0.11492575,0.119503856,0.021356339,-0.12974435,-0.000844893,0.001325544,0.1238513,-0.10173858,-0.1784443,-1.50E-06,0.012002028,-0.056975644,-0.04251579,0.03647938,0.18521228,0.057219096,0.041960374,0.006238312,0.14231348,0.029851321,-0.056276284,0.029614605,0.21147013,-0.1936149,0.076384425,0.13899477,-0.021586815,0.11554338,0.20003659,-0.000531898,-0.04599246,0.05571058,0.13385563,0.07584151,0.102153026,-0.15869614,-6.64E-06,0
0.06947254,-0.049527325,1.44E-19,0.049443524,-0.3617878,0.033231795,-0.005998475,0.03892035,-0.08316525,0.09756265,-0.080195874,0.04217817,-0.16657265,0.12332359,-0.009956175,-0.07549408,-0.001547297,-0.04866107,0.00654864,0.06561567,0.005820354,-0.20153092,0.062245425,1.92E-16,-0.16352783,0.19168204,-0.2920658,0.003255057,-0.02473754,-0.05456431,-0.026581224,0.06019453,0.010576067,-0.21719055,0.06272406,-0.035687547,0.034590967,0.057079565,0.043412637,0.09259423,-3.56E-16,0.039334405,-0.008632018,-0.007607653,0.080399625,-0.033790484,0.057900563,0.04743882,-0.10812252,-0.1101477,0.010482588,0.036181692,0.082206696,-0.008400024,-0.072053924,-0.013395557,0.02223134,-0.11318358,0.068547614,-0.10701623,0.1587285,-0.06705346,-0.01449979,0.024244897,0.10659138,0.002725121,-0.019448213,0.015293377,0.09181891,0.05058639,-0.082056694,8.73E-12,-0.08986334,-0.07987397,0.005461018,0.07650394,0.004068442,0.03542188,-0.17989229,0.042266797,4.15E-06,-0.015260712,-0.03729852,0.006518136,0.06482249,-0.08121417,0.09513647,-0.11002743,-0.014319713,-0.18774329,-0.0344482,-0.12755314,-3.41E-06,0.030889887,0.19507292,0.036899853,-0.04820427,0.18174689,-0.07482212,0.06599389,0.030279623,-0.004155986,-0.028414885,0.00689605,-0.07318927,0.018520482,0.0620308,0.01806912,-0.051196974,-0.060196992,0.061616357,-0.09696709,0.098145045,-0.006993415,0.06423786,0.04305273,0.028338917,0.11346255,-0.11441385,-1.53E-06,0
-0.037965346,-0.17869726,9.12E-20,0.01669631,-0.030742288,0.08588854,-0.060517527,0.18303214,0.05369652,0.06982698,-0.021578161,0.041283887,-0.14133333,0.2834918,-0.19722103,-0.029532723,0.06689958,-0.016346894,0.010767037,-0.001308827,-0.005566615,-0.20805381,-0.054535173,-2.73E-15,0.0925429,-0.11055729,0.046208568,-0.009914349,-0.025511552,-0.052061897,-0.020919472,-0.044315647,-0.008991745,-0.025060086,0.05105562,0.10053923,-0.002405631,-0.14075457,0.08605884,-0.05754504,-2.85E-16,-0.001908147,0.012448837,0.00888805,0.0311265,0.1674983,-0.023609785,-0.065468274,-0.29953712,-0.092531584,-2.43E-05,0.05122532,0.044641938,-0.004481843,0.08002238,-0.023773367,-0.13943116,-0.050259966,-0.06982446,0.18710868,0.1419409,0.025068749,-0.019907491,0.012730676,0.004090768,0.025048984,-0.021992724,-0.13135704,0.08990094,0.04986026,0.15162894,-3.25E-12,-0.058169086,0.023541896,0.015582729,-0.091110095,0.04572482,-0.009705498,0.044724654,-0.023135774,6.92E-06,-0.027072212,-0.018528111,-0.11785345,-0.054059047,0.11564151,-0.07483223,-0.001177472,-0.002119225,0.18657014,-0.06234744,-0.048129566,-3.30E-06,-0.023872588,0.008359567,-0.07603345,0.05254404,0.09754841,0.025904678,0.050974973,0.011259894,-0.013344077,-0.20820561,-0.031840235,-0.13387924,0.052637603,-0.17413582,0.11676311,-0.19171889,-0.098579496,-0.27703062,-0.03285634,0.0771373,0.011389684,-0.026183365,-0.025904572,-0.03707015,-0.042997956,0.005180679,9.17E-06,0
0.017114026,0.004774944,6.22E-20,-0.03772273,-0.03146186,-0.025892805,-0.019492345,0.07567592,-0.000843156,-0.041436337,-0.0533749,0.040583476,-0.20576051,0.25857037,-0.014810977,-0.12615365,0.020832572,-0.019794233,0.050037406,0.06122299,-0.037703793,-0.15913732,0.07893993,-2.30E-15,-0.20274426,0.055014152,-0.046369787,-0.009308074,-0.015961017,0.05631695,0.14279579,0.16295134,0.08243189,0.007004031,0.0431934,-0.028072217,-0.058822293,-0.118167974,-0.040354595,0.19899635,-5.21E-16,0.015882736,0.037155986,-0.003546953,0.13404016,-0.060904425,-0.040598765,-0.099742696,0.13401936,-0.068810575,-0.029166365,-0.17326702,-0.058152743,-0.016152373,-0.046473082,0.11986408,-0.042933423,-0.1297142,-0.047858395,-0.16560154,-0.11782157,0.06216761,-0.021123508,0.050884914,0.013521102,-0.077959016,0.060024515,-0.06443887,-0.06465205,-0.08355849,0.00520392,2.90E-12,-0.053861037,-0.026157623,0.033167917,-0.10078562,0.007500629,0.13724509,0.08941903,0.117889024,6.32E-06,-0.0301947,-0.05862372,0.060295243,0.16747001,-0.20974056,-0.07032981,-0.016067706,-0.015383226,0.14814638,-0.037357196,-0.098321185,-5.35E-06,0.06962295,0.061240736,0.13973473,0.014224828,-0.024896452,-0.059063427,0.015417771,-0.020384837,0.23846258,0.06420055,0.035306506,-0.03020266,0.07115114,-0.08679051,0.038440887,0.042078543,-0.007383901,0.00547238,0.092917204,0.059664886,-0.032496408,-0.03522159,-0.001251026,-0.058723245,0.07188306,-0.011178061,-8.30E-07,0
0.10169205,-0.20530935,2.30E-19,0.07507396,-0.30912748,-0.1431627,-0.04698635,0.09584521,0.00862417,-0.05655737,-0.09326158,-0.1084933,-0.17216213,-0.003281144,0.018683933,0.05457242,0.032831322,-0.03291316,0.12753478,0.031137299,-0.060823765,-0.1974939,-0.04624643,1.33E-15,-0.15300709,0.087347426,-0.091337964,0.000776973,-0.006579277,0.096339315,-0.10977973,0.080791,0.06575583,-0.08083504,0.054515395,0.0961911,0.08143253,0.076227106,-0.07587384,0.021383159,-3.37E-16,0.0239115,-0.010920858,-0.001740657,-0.01739606,0.17913513,0.08388766,-0.02313809,0.03522108,0.029689083,0.011070234,-0.028051397,0.12690581,0.010234712,-0.013089136,-0.001550737,0.032502312,-0.034720447,-0.1068316,-0.03647624,-0.01485311,-0.055858567,-0.041284665,-0.006724366,-0.1616327,0.015481565,0.039825425,0.019844763,0.10886706,-0.114566185,-0.037969667,4.62E-12,-0.1389956,-0.045634706,-0.14499427,-0.06746338,0.014251011,-0.024863834,-0.04993296,-0.11329281,1.08E-05,-0.013674899,0.09862825,0.06862792,0.006565063,0.059997935,-0.07659693,0.004738044,0.001673863,-0.017001398,-0.04879558,-0.12699942,-8.58E-07,0.049252745,0.09897447,-0.003626507,0.000672122,0.17044066,-0.07612375,0.039714053,0.054771703,0.1257034,-0.07918889,0.02202542,-0.01570008,0.089524455,-0.09549717,0.023758803,-0.09410047,0.017173141,-0.19197343,-0.14701389,0.15051235,-0.012949899,0.08694644,0.045657493,0.11252816,0.04757762,0.057540935,4.21E-06,0
-0.012594651,-0.03955734,2.28E-19,-0.034449223,0.15306619,-0.034228288,-0.06486979,0.04065477,-0.002258305,-0.0955272,0.011640075,0.05781033,-0.18218306,0.066218175,-0.08990533,-0.003052677,0.031495504,0.029897949,-0.003615265,0.027542384,-0.07883504,-0.13282777,-0.08648308,-1.62E-15,-0.08249281,-0.027702931,-0.043410037,0.002642291,-0.004140262,0.029116835,-0.029872771,0.05720487,0.024043672,0.11695196,0.014924036,-0.022319524,0.025182044,0.03425223,0.090124324,-0.019024216,-4.16E-16,0.003038629,0.025086638,-0.014691195,0.012348496,-0.111409865,0.011843608,-0.06852576,-0.055755377,0.09198817,0.015089316,-0.0829409,0.008446255,-0.005688226,-0.070770696,-0.006633126,-0.07409444,-0.06523582,-0.020709522,0.058973588,-0.03188015,0.002154499,-0.028052267,-0.029102385,-0.1078317,-0.10028221,-0.041333176,-0.003511724,0.004647728,-0.0644675,0.02072504,-1.40E-12,0.016411169,-0.081135295,-0.015294877,-0.005475854,-0.045991585,0.042451877,0.019150525,0.036984082,1.08E-05,-0.018758476,-0.06948567,0.14226986,0.026340716,0.001579339,0.01220416,-0.051543005,-0.001058914,-0.028008826,-0.041474238,-0.036603823,-3.73E-06,0.04480211,0.036053944,0.07255537,0.043515343,0.016479136,-0.026772937,0.032796487,-0.011709739,0.13534968,-0.02949876,0.009191956,-0.017566442,0.035636924,-4.47E-06,0.061872967,0.054222703,-0.103661776,0.022937259,-0.03821775,0.10526381,0.003614358,-0.045738526,-0.054206897,-0.047596764,0.06273791,0.00786703,4.07E-06,0
-0.06172152,0.09115403,3.16E-19,0.02917449,-0.16612978,0.075965025,0.004295652,0.00353447,-0.10003171,0.075865105,-0.049781535,-0.031781282,-0.007858983,0.06798344,-0.045662045,-0.14413716,-0.05083026,-0.037529208,-0.010681139,-0.02062327,0.056980293,-0.13552125,-0.06596316,-1.51E-15,-0.111512154,0.1637619,-0.07525014,-0.011947918,-0.01874888,-0.004159138,0.052123263,0.038033534,0.093501024,-0.069540165,0.13725469,0.001492424,-0.005530458,0.057065185,-0.026929785,-0.019286642,-4.33E-16,-0.044601016,0.006409503,-0.010154926,0.01500075,-0.037244122,0.002252285,-0.065344825,-0.12797184,-0.21707311,-0.028605673,-0.0407995,-0.052530054,0.0180499,-0.09553567,0.11309938,-0.123630434,-0.10509887,-0.00735839,0.12206776,-0.15054998,-0.000828341,0.024213204,-0.056477085,0.080812864,-0.31118298,-0.021355022,0.019578155,0.07396727,-0.066404775,-0.0921401,-7.29E-12,-0.029028807,0.027660219,-0.028270703,-0.021971274,-0.14950193,0.087764375,0.004413734,-0.030061746,8.55E-06,-9.41E-05,0.07586848,0.06606248,0.07584597,-0.14122365,0.0505342,-0.023055708,0.016695192,-0.005919651,-0.016281292,-0.13442238,4.32E-06,0.021765042,0.03800355,0.004023565,-0.025137153,0.033991437,-0.08437705,0.09983886,0.01118772,0.033971794,0.0451992,-0.002447008,-0.14428015,0.1192713,-0.013927136,0.04351825,-0.1436877,-0.0815017,-0.020678481,-0.111819945,0.009302477,0.016605726,0.10824471,0.00669423,-0.059501342,0.110630736,-0.20188494,-4.51E-06,0
0.106622025,-0.14624529,2.33E-19,0.06129849,-0.22198775,-0.07057978,-0.017339043,0.12105486,-0.019351257,0.008649453,-0.056188807,-0.07198929,-0.20527442,0.1336706,-0.002803052,0.010026019,0.02734154,-0.055746723,0.09400251,0.02835709,-0.12285158,-0.23901977,0.049839567,1.13E-15,-0.1205405,0.060584784,-0.085751615,0.003924608,-0.007272743,0.09339957,-0.111546494,0.06592796,0.05170165,-0.14366856,0.02440631,-0.017377507,0.07497999,0.060087617,-0.06621012,0.124874145,-4.55E-16,-0.013465355,0.00597357,0.005182498,0.008075178,0.1825451,0.019247105,0.016417636,-0.013387157,0.012327114,0.025018442,-0.020876164,0.13592573,0.01217127,-0.043460805,0.03783501,0.056214318,-0.07454384,-0.017618429,-0.11902826,0.083720796,-0.024556318,-0.043560278,0.004645677,-0.09758748,0.09934718,0.05576041,0.006786518,0.09713794,-0.105024815,0.002871107,5.60E-12,-0.1443831,-0.10746617,-0.05720134,-0.008124904,0.087722346,-0.084792584,-0.09149628,-0.11788829,9.47E-06,-0.01686293,-0.012011423,0.16805524,-0.035868954,0.08729129,-0.140728,-0.07900604,-0.013982162,-0.06712696,-0.04907815,-0.13954309,-5.10E-06,0.04967095,0.121848226,0.04458104,0.014510213,0.14079332,-0.085654564,0.049819008,0.040136196,0.105263524,-0.057817653,0.004938315,-0.08752422,0.08178771,-0.05158378,0.07359681,-0.09521386,0.034108624,-0.088322654,-0.07596895,0.184742,-0.006639971,0.05709141,0.08216251,0.052029118,0.08078512,0.017323663,5.00E-06,0
0.016549671,-0.089139126,2.53E-19,0.07020421,-0.09880291,0.001500086,-0.10266455,-0.051364526,-0.0403572,-0.0879445,0.06506499,-0.035263136,0.0557008,-0.025289178,-0.020571679,0.04608447,0.011811006,-0.015958192,0.055437677,0.018563299,-0.041975137,0.17216457,-0.043584798,1.68E-15,0.041820798,-0.011274741,-0.056765135,0.014765515,0.010876576,0.08740641,-0.16686256,0.04040784,0.040508565,-0.016574569,0.014967787,0.10390672,0.07963214,-0.011701702,0.057987746,0.018503802,-4.98E-16,0.047163382,-0.036676485,0.001283921,-0.10445027,0.002578471,0.09557955,0.06923062,0.05044276,-0.025142038,0.005151864,-0.16049351,0.028262768,-0.006655815,-0.017131759,0.03131883,-0.04056627,-0.018755324,0.000734504,0.030275779,-0.0831007,-0.023879744,-0.018305013,-0.009706853,-0.08334238,-0.13362259,0.017589683,-0.014664182,0.009211888,-0.14400701,-0.08262065,-1.94E-12,0.033007137,-0.013743962,-0.05521353,0.037737012,-0.08784697,0.107793756,-0.001148412,-0.075921915,1.77E-05,0.004209326,0.033019956,-0.003237758,0.000895423,-0.033636965,-0.13822776,-0.026933884,0.004100354,-0.02000186,-0.04128858,-0.1828491,7.60E-07,0.006720153,-0.009843211,0.09368057,0.010268343,0.16689426,-0.0793885,0.06565382,0.03340343,0.076156996,0.031120075,-0.008613843,0.033284243,0.12630147,-0.022976732,0.05062357,0.029043162,-0.05075215,-0.002897715,0.035637368,-0.034349177,0.00672545,0.11422362,0.030290697,0.099683546,0.17331956,-0.11186061,-2.29E-06,0
-0.024623064,-0.05210983,2.67E-19,0.061689775,-0.13735014,-0.004298542,-0.027877502,-0.089324825,-0.0749443,-0.017902303,0.10221033,-0.03064956,0.017784042,-0.013635386,-0.037958372,-0.057807777,-0.004220233,-0.056530364,0.038069095,0.0375083,-0.000362026,-0.22224359,-0.111642316,1.66E-15,-0.10896591,0.031204011,-0.17826596,0.008285787,-0.011364241,-0.040488373,-0.09787329,0.011352161,0.065708004,-0.04218831,0.14160919,0.1012011,0.05238051,-0.05939639,-0.06694978,0.06173301,-3.44E-16,0.041918576,-0.02145655,-0.004407603,-0.064121954,-0.0388484,0.11281759,0.048441682,0.05641998,-0.15326853,-0.02533278,-0.124810174,-0.0584466,-0.009246004,-0.052380033,0.105954066,-0.050591826,-0.002784001,0.037945215,0.005884601,-0.13685998,-0.04462226,-0.002528391,0.026547391,0.07891233,-0.22246997,-0.019280542,-0.013252197,0.1142898,-0.082577534,-0.08834267,6.66E-13,0.09809614,-0.012288491,-0.052758466,0.03224362,-0.14114545,0.116075896,-0.027557658,0.022872508,1.31E-05,-0.001363214,0.14360242,0.09599062,0.047983527,-0.1321361,-0.086793736,-0.039091058,0.014503127,-0.06641771,-0.01696653,-0.24127169,4.37E-06,0.08565904,0.08727924,0.037622325,-0.003897037,0.115381405,-0.052699365,0.05691006,0.03876455,0.048063222,0.031156164,-0.005246405,-0.09101355,0.17270574,-0.027265867,0.034506455,0.025777757,-0.09177546,0.05905356,0.054721706,-0.003674867,-0.005573623,0.14046182,-0.01648858,0.07259573,0.100018516,-0.14666592,-4.96E-06,0
